uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,11
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,12
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,19
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,29
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",M,3
RJ,OUTRAS,DOMICILIO,"30 - 39",F,31
RJ,OUTRAS,DOMICILIO,"30 - 39",M,58
RJ,OUTRAS,HOSPITAL,"30 - 39",F,141
RJ,OUTRAS,HOSPITAL,"30 - 39",M,166
RJ,OUTRAS,IGNORADO,"30 - 39",F,2
RJ,OUTRAS,OUTRO,"30 - 39",F,6
RJ,OUTRAS,OUTRO,"30 - 39",M,31
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,30
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,39
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
RJ,COVID,HOSPITAL,"30 - 39",F,69
RJ,COVID,HOSPITAL,"30 - 39",M,94
RJ,COVID,OUTRO,"30 - 39",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,18
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,21
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,25
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,35
RJ,PNEUMONIA,OUTRO,"30 - 39",M,2
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,42
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,46
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RJ,SRAG,HOSPITAL,"30 - 39",F,5
RJ,SRAG,HOSPITAL,"30 - 39",M,2
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,OUTRAS,DOMICILIO,"30 - 39",F,4
RN,OUTRAS,DOMICILIO,"30 - 39",M,11
RN,OUTRAS,HOSPITAL,"30 - 39",F,12
RN,OUTRAS,HOSPITAL,"30 - 39",M,18
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
RN,COVID,DOMICILIO,"30 - 39",M,1
RN,COVID,HOSPITAL,"30 - 39",F,16
RN,COVID,HOSPITAL,"30 - 39",M,20
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,8
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,8
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,7
RN,SEPTICEMIA,OUTRO,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,SRAG,HOSPITAL,"30 - 39",F,1
RN,SRAG,HOSPITAL,"30 - 39",M,1
RO,OUTRAS,DOMICILIO,"30 - 39",F,4
RO,OUTRAS,DOMICILIO,"30 - 39",M,10
RO,OUTRAS,HOSPITAL,"30 - 39",F,6
RO,OUTRAS,HOSPITAL,"30 - 39",M,13
RO,OUTRAS,OUTRO,"30 - 39",M,7
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
RO,COVID,HOSPITAL,"30 - 39",F,39
RO,COVID,HOSPITAL,"30 - 39",M,57
RO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,2
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,4
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,5
RR,OUTRAS,DOMICILIO,"30 - 39",F,1
RR,OUTRAS,DOMICILIO,"30 - 39",M,2
RR,OUTRAS,HOSPITAL,"30 - 39",F,4
RR,OUTRAS,HOSPITAL,"30 - 39",M,7
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,1
RR,COVID,HOSPITAL,"30 - 39",F,10
RR,COVID,HOSPITAL,"30 - 39",M,11
RR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,1
RS,OUTRAS,DOMICILIO,"30 - 39",F,25
RS,OUTRAS,DOMICILIO,"30 - 39",M,31
RS,OUTRAS,HOSPITAL,"30 - 39",F,66
RS,OUTRAS,HOSPITAL,"30 - 39",M,67
RS,OUTRAS,IGNORADO,"30 - 39",F,3
RS,OUTRAS,IGNORADO,"30 - 39",M,5
RS,OUTRAS,OUTRO,"30 - 39",F,4
RS,OUTRAS,OUTRO,"30 - 39",M,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,4
RS,COVID,DOMICILIO,"30 - 39",F,1
RS,COVID,DOMICILIO,"30 - 39",M,5
RS,COVID,HOSPITAL,"30 - 39",F,122
RS,COVID,HOSPITAL,"30 - 39",M,147
RS,COVID,IGNORADO,"30 - 39",F,1
RS,COVID,IGNORADO,"30 - 39",M,8
RS,COVID,OUTRO,"30 - 39",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RS,COVID,VIA_PUBLICA,"30 - 39",F,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,3
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RS,INDETERMINADA,OUTRO,"30 - 39",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,13
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,27
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,29
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,26
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,3
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,SRAG,HOSPITAL,"30 - 39",F,1
RS,SRAG,HOSPITAL,"30 - 39",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,OUTRAS,DOMICILIO,"30 - 39",F,11
SC,OUTRAS,DOMICILIO,"30 - 39",I,1
SC,OUTRAS,DOMICILIO,"30 - 39",M,16
SC,OUTRAS,HOSPITAL,"30 - 39",F,34
SC,OUTRAS,HOSPITAL,"30 - 39",M,53
SC,OUTRAS,OUTRO,"30 - 39",M,4
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
SC,COVID,DOMICILIO,"30 - 39",M,2
SC,COVID,HOSPITAL,"30 - 39",F,39
SC,COVID,HOSPITAL,"30 - 39",M,68
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
SC,PNEUMONIA,DOMICILIO,"30 - 39",F,2
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,2
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,7
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,11
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,14
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,23
SC,SRAG,HOSPITAL,"30 - 39",M,1
SE,OUTRAS,DOMICILIO,"30 - 39",M,6
SE,OUTRAS,HOSPITAL,"30 - 39",F,8
SE,OUTRAS,HOSPITAL,"30 - 39",M,17
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
SE,COVID,DOMICILIO,"30 - 39",M,1
SE,COVID,HOSPITAL,"30 - 39",F,6
SE,COVID,HOSPITAL,"30 - 39",M,22
SE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
SE,SRAG,HOSPITAL,"30 - 39",F,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,86
SP,OUTRAS,DOMICILIO,"30 - 39",M,219
SP,OUTRAS,HOSPITAL,"30 - 39",F,283
SP,OUTRAS,HOSPITAL,"30 - 39",I,1
SP,OUTRAS,HOSPITAL,"30 - 39",M,457
SP,OUTRAS,IGNORADO,"30 - 39",F,2
SP,OUTRAS,IGNORADO,"30 - 39",I,13
SP,OUTRAS,IGNORADO,"30 - 39",M,3
SP,OUTRAS,OUTRO,"30 - 39",F,13
SP,OUTRAS,OUTRO,"30 - 39",M,75
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,19
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,54
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,3
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,15
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,144
SP,COVID,DOMICILIO,"30 - 39",F,6
SP,COVID,DOMICILIO,"30 - 39",M,8
SP,COVID,HOSPITAL,"30 - 39",F,322
SP,COVID,HOSPITAL,"30 - 39",M,480
SP,COVID,OUTRO,"30 - 39",F,5
SP,COVID,OUTRO,"30 - 39",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
SP,COVID,POSTO_SAUDE,"30 - 39",F,2
SP,COVID,POSTO_SAUDE,"30 - 39",M,3
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,14
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,6
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,7
SP,INDETERMINADA,OUTRO,"30 - 39",F,1
SP,INDETERMINADA,OUTRO,"30 - 39",M,4
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,58
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,45
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,1
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,6
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,65
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,129
SP,PNEUMONIA,OUTRO,"30 - 39",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,83
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,128
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,2
SP,SEPTICEMIA,OUTRO,"30 - 39",F,2
SP,SEPTICEMIA,OUTRO,"30 - 39",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SP,SEPTICEMIA,POSTO_SAUDE,"30 - 39",M,1
SP,SRAG,DOMICILIO,"30 - 39",F,1
SP,SRAG,HOSPITAL,"30 - 39",F,6
SP,SRAG,HOSPITAL,"30 - 39",M,9
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,OUTRAS,DOMICILIO,"30 - 39",F,2
TO,OUTRAS,DOMICILIO,"30 - 39",M,6
TO,OUTRAS,HOSPITAL,"30 - 39",F,5
TO,OUTRAS,HOSPITAL,"30 - 39",M,8
TO,OUTRAS,OUTRO,"30 - 39",M,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,5
TO,COVID,DOMICILIO,"30 - 39",M,2
TO,COVID,HOSPITAL,"30 - 39",F,9
TO,COVID,HOSPITAL,"30 - 39",M,13
TO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,5
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,1
AC,OUTRAS,DOMICILIO,"40 - 49",F,1
AC,OUTRAS,DOMICILIO,"40 - 49",M,5
AC,OUTRAS,HOSPITAL,"40 - 49",F,9
AC,OUTRAS,HOSPITAL,"40 - 49",M,11
AC,OUTRAS,OUTRO,"40 - 49",M,3
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
AC,COVID,DOMICILIO,"40 - 49",M,1
AC,COVID,HOSPITAL,"40 - 49",F,22
AC,COVID,HOSPITAL,"40 - 49",M,37
AC,COVID,VIA_PUBLICA,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,3
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,8
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,3
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,3
AC,SRAG,HOSPITAL,"40 - 49",M,3
AL,OUTRAS,DOMICILIO,"40 - 49",F,15
AL,OUTRAS,DOMICILIO,"40 - 49",M,29
AL,OUTRAS,HOSPITAL,"40 - 49",F,33
AL,OUTRAS,HOSPITAL,"40 - 49",M,48
AL,OUTRAS,OUTRO,"40 - 49",F,1
AL,OUTRAS,OUTRO,"40 - 49",M,5
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,10
AL,COVID,HOSPITAL,"40 - 49",F,25
AL,COVID,HOSPITAL,"40 - 49",M,47
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AL,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,4
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,7
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,15
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,6
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,10
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,12
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,9
AL,SRAG,HOSPITAL,"40 - 49",F,1
AL,SRAG,HOSPITAL,"40 - 49",M,8
AM,OUTRAS,DOMICILIO,"40 - 49",F,22
AM,OUTRAS,DOMICILIO,"40 - 49",M,34
AM,OUTRAS,HOSPITAL,"40 - 49",F,35
AM,OUTRAS,HOSPITAL,"40 - 49",M,42
AM,OUTRAS,OUTRO,"40 - 49",M,7
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,8
AM,COVID,AMBULANCIA,"40 - 49",F,1
AM,COVID,DOMICILIO,"40 - 49",F,6
AM,COVID,DOMICILIO,"40 - 49",M,8
AM,COVID,HOSPITAL,"40 - 49",F,225
AM,COVID,HOSPITAL,"40 - 49",M,293
AM,COVID,OUTRO,"40 - 49",F,6
AM,COVID,OUTRO,"40 - 49",M,9
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
AM,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,3
AM,INDETERMINADA,HOSPITAL,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,7
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,9
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
AM,PNEUMONIA,DOMICILIO,"40 - 49",M,1
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,18
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,25
AM,PNEUMONIA,OUTRO,"40 - 49",F,1
AM,PNEUMONIA,OUTRO,"40 - 49",M,3
AM,SEPTICEMIA,HOSPITAL,"40 - 49",F,21
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,11
AM,SRAG,DOMICILIO,"40 - 49",F,2
AM,SRAG,DOMICILIO,"40 - 49",M,2
AM,SRAG,HOSPITAL,"40 - 49",F,35
AM,SRAG,HOSPITAL,"40 - 49",M,37
AM,SRAG,OUTRO,"40 - 49",M,1
AM,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,OUTRAS,DOMICILIO,"40 - 49",F,2
AP,OUTRAS,DOMICILIO,"40 - 49",M,3
AP,OUTRAS,HOSPITAL,"40 - 49",F,5
AP,OUTRAS,HOSPITAL,"40 - 49",M,6
AP,OUTRAS,OUTRO,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
AP,COVID,HOSPITAL,"40 - 49",F,2
AP,COVID,HOSPITAL,"40 - 49",M,5
AP,COVID,POSTO_SAUDE,"40 - 49",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
AP,PNEUMONIA,HOSPITAL,"40 - 49",F,4
AP,PNEUMONIA,HOSPITAL,"40 - 49",M,1
AP,SEPTICEMIA,HOSPITAL,"40 - 49",M,4
BA,OUTRAS,DOMICILIO,"40 - 49",F,74
BA,OUTRAS,DOMICILIO,"40 - 49",M,160
BA,OUTRAS,HOSPITAL,"40 - 49",F,174
BA,OUTRAS,HOSPITAL,"40 - 49",M,218
BA,OUTRAS,IGNORADO,"40 - 49",M,10
BA,OUTRAS,OUTRO,"40 - 49",F,12
BA,OUTRAS,OUTRO,"40 - 49",M,26
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,13
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
BA,OUTRAS,VIA_PUBLICA,"40 - 49",F,7
BA,OUTRAS,VIA_PUBLICA,"40 - 49",M,29
BA,COVID,DOMICILIO,"40 - 49",F,4
BA,COVID,DOMICILIO,"40 - 49",M,9
BA,COVID,HOSPITAL,"40 - 49",F,115
BA,COVID,HOSPITAL,"40 - 49",M,165
BA,COVID,IGNORADO,"40 - 49",F,1
BA,COVID,IGNORADO,"40 - 49",M,1
BA,COVID,OUTRO,"40 - 49",F,1
BA,COVID,OUTRO,"40 - 49",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
BA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
BA,INDETERMINADA,HOSPITAL,"40 - 49",M,2
BA,INDETERMINADA,IGNORADO,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,21
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,32
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
BA,PNEUMONIA,HOSPITAL,"40 - 49",F,20
BA,PNEUMONIA,HOSPITAL,"40 - 49",M,26
BA,PNEUMONIA,OUTRO,"40 - 49",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
BA,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
BA,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
BA,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
BA,SEPTICEMIA,HOSPITAL,"40 - 49",F,38
BA,SEPTICEMIA,HOSPITAL,"40 - 49",M,59
BA,SEPTICEMIA,OUTRO,"40 - 49",F,3
BA,SEPTICEMIA,OUTRO,"40 - 49",M,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
BA,SRAG,HOSPITAL,"40 - 49",F,2
BA,SRAG,HOSPITAL,"40 - 49",M,5
BA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
CE,OUTRAS,AMBULANCIA,"40 - 49",M,2
CE,OUTRAS,DOMICILIO,"40 - 49",F,22
CE,OUTRAS,DOMICILIO,"40 - 49",M,61
CE,OUTRAS,HOSPITAL,"40 - 49",F,44
CE,OUTRAS,HOSPITAL,"40 - 49",M,69
CE,OUTRAS,IGNORADO,"40 - 49",F,25
CE,OUTRAS,IGNORADO,"40 - 49",M,56
CE,OUTRAS,OUTRO,"40 - 49",F,4
CE,OUTRAS,OUTRO,"40 - 49",M,5
